[Description]
Title: Lalalalalalalalalala
Artist: Mikolas Josef

[Audio]
BPM: 122
Offset: 1000
Signature: 4/4

[Note]
8127, 0, 0
9151, 0, 4
10175, 0, 1
11093, 0, 3
12181, 0, 0
13077, 0, 2
14079, 0, 4
15039, 0, 1
16021, 0, 0
16042, 0, 3
17023, 0, 1
17023, 0, 4
18069, 0, 2
19029, 0, 0
19029, 0, 3
20010, 0, 1
20010, 0, 4
20970, 0, 0
20970, 0, 4
21930, 0, 3
21930, 0, 1
22911, 0, 2
23423, 0, 0
23935, 0, 3
24917, 0, 4
25877, 0, 0
26815, 0, 1
27861, 0, 2
28842, 0, 0
29802, 0, 3
30762, 0, 4
31807, 0, 1
32298, 0, 2
32789, 0, 0
33791, 0, 3
34303, 0, 4
34773, 0, 0
35733, 0, 4
36181, 0, 2
36714, 0, 3
37226, 0, 0
37717, 0, 1
38250, 0, 2
38698, 0, 3
38997, 0, 0
39679, 0, 4
40661, 0, 1
41663, 0, 0
42623, 0, 3
43605, 0, 2
44586, 0, 0
45546, 0, 4
46506, 0, 1
47487, 0, 3
48021, 0, 0
48533, 0, 4
49002, 0, 1
49514, 0, 2
50026, 0, 0
50517, 0, 3
51007, 0, 4
51391, 0, 1
51946, 0, 2
52202, 0, 0
52437, 0, 4
52949, 0, 1
53162, 0, 3
53397, 0, 2
53887, 0, 0
54143, 0, 4
54378, 0, 1
54847, 0, 3
55402, 0, 0
55893, 0, 4
56341, 0, 1
56767, 0, 3
57386, 0, 0
57386, 0, 4
57834, 0, 3
57855, 0, 1
58367, 0, 2
58858, 0, 0
59327, 0, 4
59839, 0, 1
60330, 0, 3
60799, 0, 0
61290, 0, 4
61333, 0, 0
61759, 0, 3
61781, 0, 1
62293, 0, 2
62826, 0, 0
63295, 0, 3
63765, 0, 1
63999, 0, 4
64255, 0, 2
64767, 0, 0
65258, 0, 3
65749, 0, 1
66218, 0, 4
66218, 0, 0
66730, 0, 3
66730, 0, 1
67221, 0, 2
67733, 0, 0
67967, 0, 3
68202, 0, 1
68693, 0, 4
68949, 0, 2
69162, 0, 0
69653, 0, 3
69887, 0, 1
70143, 0, 4
70655, 0, 0
71125, 0, 1
71125, 0, 3
71637, 0, 2
72127, 0, 4
72618, 0, 0
73087, 0, 3
73578, 0, 1
74069, 0, 4
74495, 0, 0
75050, 0, 1
75071, 0, 3
75583, 0, 2
76117, 0, 4
76543, 0, 0
77034, 0, 3
77525, 0, 1
78058, 0, 4
78506, 0, 3
79039, 0, 0
79551, 0, 4
79999, 0, 0
81023, 0, 3
81471, 0, 1
81962, 0, 4
82965, 0, 0
83434, 0, 3
83967, 0, 1
84437, 0, 4
84970, 0, 2
85439, 0, 0
85909, 0, 3
86399, 0, 1
86933, 0, 4
87359, 0, 0
87850, 0, 3
88874, 0, 4
89322, 0, 1
89877, 0, 2
90346, 0, 0
90815, 0, 3
91349, 0, 1
91775, 0, 4
92287, 0, 2
92778, 0, 0
93269, 0, 3
93717, 0, 1
94271, 0, 4
94698, 0, 0
95253, 0, 3
95466, 0, 1
95722, 0, 4
96191, 0, 2
96469, 0, 0
96746, 0, 3
97194, 0, 1
97429, 0, 4
97663, 0, 0
98197, 0, 3
98410, 0, 2
98687, 0, 1
99178, 0, 3
99434, 0, 0
99669, 0, 4
100159, 0, 1
100373, 0, 2
100629, 0, 0
101098, 0, 3
101354, 0, 1
101589, 0, 4
102058, 0, 2
102634, 0, 0
103125, 0, 3
103594, 0, 1
103999, 0, 4
104618, 0, 0
104853, 0, 3
105087, 0, 1
105365, 0, 2
105599, 0, 4
106602, 0, 0
107093, 0, 3
107519, 0, 1
107925, 0, 4
108565, 0, 2
108757, 0, 0
109013, 0, 3
109247, 0, 4
109503, 0, 1
110015, 0, 2
110485, 0, 0
110975, 0, 3
111231, 0, 1
111445, 0, 4
111957, 0, 2
112490, 0, 0
112959, 0, 3
113471, 0, 1
113941, 0, 4
114431, 0, 2
114901, 0, 0
115135, 0, 3
115391, 0, 4
115839, 0, 1
116074, 0, 2
116373, 0, 0
116863, 0, 3
117098, 0, 1
117375, 0, 4
117845, 0, 0
118058, 0, 3
118357, 0, 1
118869, 0, 4
119445, 0, 0
120341, 0, 3
121343, 0, 1
122325, 0, 4
123263, 0, 2
124266, 0, 0
125247, 0, 3
126229, 0, 1
127231, 0, 4
128192, 0, 0
129151, 0, 2
130154, 0, 3
131135, 0, 4
131157, 0, 0
131669, 0, 3
132117, 0, 1
132607, 0, 4
132863, 0, 0
133119, 0, 2
133631, 0, 1
134101, 0, 3
134591, 0, 0
135146, 0, 4
135594, 0, 2
136085, 0, 1
136597, 0, 3
137066, 0, 0
137557, 0, 4
138047, 0, 2
138602, 0, 1
139029, 0, 4
139626, 0, 3
140053, 0, 0
140501, 0, 2
140970, 0, 1
141482, 0, 4
141973, 0, 3
141973, 0, 0
142506, 0, 1
142506, 0, 4
142975, 0, 2
143445, 0, 0
143935, 0, 3
144447, 0, 1
144938, 0, 4
145407, 0, 0
145407, 0, 3
145941, 0, 1
145962, 0, 4
146410, 0, 2
146666, 0, 0
146879, 0, 3
147413, 0, 1
147647, 0, 4
147903, 0, 2
148394, 0, 0
148650, 0, 4
148863, 0, 3
149375, 0, 1
149610, 0, 2
149845, 0, 0
150335, 0, 3
150826, 0, 4
151338, 0, 1
151807, 0, 2
152042, 0, 0
152277, 0, 3
152511, 0, 4
152767, 0, 1
153727, 0, 3
153770, 0, 0
154239, 0, 1
154239, 0, 4
154751, 0, 2
155114, 0, 0
155775, 0, 3
156266, 0, 1
156693, 0, 4
157183, 0, 0
157183, 0, 3
157717, 0, 2
157738, 0, 1
158207, 0, 4
158421, 0, 0
158677, 0, 3
159210, 0, 1
159722, 0, 4
159935, 0, 0
160149, 0, 3
160383, 0, 1
160661, 0, 4
161194, 0, 2
161663, 0, 0
162133, 0, 3
162346, 0, 1
162623, 0, 4
163114, 0, 2
163327, 0, 0
163583, 0, 3
164031, 0, 1
164266, 0, 4
164522, 0, 0
