[Description]
Title: Lucky strike
Artist: Maroon 5

[Audio]
BPM: 144
Offset: 1100
Signature: 4/4
[Note]
3456, 0, 0
5248, 0, 2
6826, 0, 4
7743, 0, 1
8170, 0, 3
8618, 0, 0
9024, 0, 4
9429, 0, 1
9834, 0, 2
10282, 0, 0
10709, 0, 4
11135, 0, 1
11498, 0, 3
11946, 0, 0
12373, 0, 4
12778, 0, 1
13184, 0, 2
13589, 0, 0
14037, 0, 3
14442, 0, 1
14869, 0, 4
15253, 0, 0
15658, 0, 3
16085, 0, 1
16469, 0, 2
16917, 0, 0
17343, 0, 4
17728, 0, 1
18154, 0, 3
18581, 0, 2
19007, 0, 0
19413, 0, 3
19861, 0, 1
20288, 0, 4
20736, 0, 0
21098, 0, 3
21482, 0, 1
21930, 0, 4
22336, 0, 0
22762, 0, 2
23167, 0, 1
23573, 0, 3
24021, 0, 0
24447, 0, 4
24832, 0, 1
25237, 0, 3
25663, 0, 2
26090, 0, 4
26474, 0, 0
26752, 0, 3
27349, 0, 4
27541, 0, 1
27754, 0, 2
27968, 0, 0
28202, 0, 3
28629, 0, 4
29077, 0, 1
29290, 0, 3
29461, 0, 0
29653, 0, 2
29866, 0, 1
30143, 0, 3
30677, 0, 0
31104, 0, 4
31488, 0, 1
31893, 0, 2
32256, 0, 0
32768, 0, 3
33215, 0, 4
33621, 0, 0
34474, 0, 4
35285, 0, 1
36138, 0, 3
36949, 0, 0
37738, 0, 4
38591, 0, 2
39487, 0, 1
40213, 0, 4
41088, 0, 3
41898, 0, 0
42730, 0, 2
43626, 0, 1
44437, 0, 4
44885, 0, 0
45269, 0, 3
45695, 0, 1
46080, 0, 2
46464, 0, 0
46890, 0, 3
47765, 0, 0
47765, 0, 4
48682, 0, 2
49450, 0, 3
49514, 0, 0
50261, 0, 4
51071, 0, 1
51093, 0, 2
51946, 0, 0
52778, 0, 4
52778, 0, 1
53589, 0, 3
54464, 0, 0
54464, 0, 4
55253, 0, 1
56106, 0, 2
56959, 0, 3
57770, 0, 0
57770, 0, 4
58581, 0, 1
59285, 0, 4
59456, 0, 3
59605, 0, 0
59882, 0, 2
60309, 0, 1
61077, 0, 4
61951, 0, 0
62762, 0, 3
63616, 0, 1
64447, 0, 2
65279, 0, 0
65706, 0, 3
66069, 0, 1
66901, 0, 4
67754, 0, 0
68586, 0, 3
69375, 0, 1
70272, 0, 2
71061, 0, 0
71872, 0, 4
72298, 0, 1
72746, 0, 3
73557, 0, 0
74410, 0, 2
75263, 0, 1
75946, 0, 4
76863, 0, 3
77760, 0, 0
78549, 0, 2
79381, 0, 1
79829, 0, 4
80255, 0, 0
80682, 0, 3
80853, 0, 1
